,storage_target,rel,hp_average
20,"[2181946206.683637, 2102305836.0419245, 2115771888.8421645, 2294162566.635702, 2489286022.0506206, 2489938416.2528763, 2454023037.236402, 2477765217.9372783, 2213373586.6564054, 2160755294.6768246, 2234501755.3045835, 2118078782.8703613]",0.978214956195244,727.7221378871669
21,"[2126419409.1241245, 2102418135.4899766, 2116780863.9041786, 942804244.7300581, 2357169638.3235445, 2195380925.655405, 2453333444.318897, 2383348101.1627874, 2201667051.3814545, 2150237639.678143, 2143093731.6546283, 2118078782.8703613]",0.8795760325406758,796.6684081514983
22,"[2130902540.1526754, 2099865402.472812, 2114462234.5276, 1077414095.6705906, 2171601090.527618, 2480014986.7952514, 2453230447.28886, 2271082791.776313, 2250667765.0550957, 2151962410.3878355, 2264583015.5467253, 2118605591.8414884]",0.9162234042553191,769.7798809405132
23,"[2116213227.1827943, 2100523865.7939706, 2105989703.1364257, 1029501754.8473356, 2253570402.8980737, 2447834371.1277947, 2491579737.9171996, 2447387606.3887854, 2246955493.3935046, 2161878528.167171, 2104873897.917997, 2118078782.8703613]",0.9317506257822278,764.9896229438299
24,"[2126419409.1241245, 2098109056.716396, 2115900085.345867, 942804244.7300581, 2397111830.5493655, 2195380925.655405, 2453333444.318897, 2383348101.1627874, 2201667051.3814545, 2150245438.4583387, 2143093731.6546283, 2118078782.8703613]",0.882313829787234,794.8030675938368
25,"[2097972728.3503778, 2101392110.242642, 2115808379.8804588, 2332813580.150447, 2175779269.3868494, 2282164024.7511477, 2452883129.715947, 2385888953.033938, 2280643460.951261, 2111861380.3851666, 2108546478.466473, 2118094232.3879023]",0.8999139549436797,782.0075712526641
26,"[2175442893.5029554, 2125739892.2835567, 2125916323.1756644, 1114373469.8002653, 2251848013.245967, 2463638984.1255717, 2480163992.2398963, 2442158905.46945, 2248834060.2878127, 2188929457.248988, 2157729220.8352523, 2117593376.864981]",0.9380084480600751,758.4582058537011
27,"[2147322487.719901, 2101392110.242642, 2115808379.8804588, 2183598420.026674, 2175779269.3868494, 2282164024.7511477, 2452883129.715947, 2385888953.033938, 2280643460.951261, 2111861380.3851666, 2180360317.278262, 2118094232.3879023]",0.897293491864831,784.3552575830237
28,"[2131297820.237252, 2099777910.6714783, 2124601146.2045937, 940653643.7803706, 2390977102.4105163, 2489759561.543628, 2451350957.0412884, 2441285463.0752964, 2325203175.99554, 2160730542.9463344, 2157732589.8534684, 2115549945.1954703]",0.9526752190237797,747.90550138968
29,"[2147322487.719901, 2098109056.716396, 2115808379.8804588, 1098962179.3273878, 2226923597.073677, 2494339831.5051813, 2489735541.7455025, 2495527008.803087, 2297103961.7100616, 2160755294.6768246, 2109988730.0219698, 2118072932.3051326]",0.9337453066332916,763.3714561815249
30,"[2126209252.5113137, 2098788946.1673646, 2106042044.7924736, 943108327.087851, 2190192779.8995004, 2235801144.88293, 2351829785.9866757, 2405416165.6220236, 2218508656.040319, 2158056991.706429, 2139971915.8550093, 2101867454.4269748]",0.8841520650813517,794.2685041991949
31,"[2119168079.2982988, 2125486794.260606, 2126197643.7180843, 2295207996.633212, 2359225136.427904, 2489823165.9206743, 2473986627.87581, 2443826064.581685, 2243193103.5704126, 2161819642.943117, 2157732593.8732777, 2117140089.982873]",0.959793491864831,744.5214350889188
32,"[2121716186.971716, 2099645876.635282, 2105510382.4306912, 941872564.3034985, 2153668618.578869, 2148926203.3789663, 2452883129.715947, 2239536797.100075, 2112139759.538641, 2152009379.7986965, 2180360317.278262, 2118085105.186983]",0.8513767209011264,813.8889010057411
33,"[2166327082.799152, 2123428749.1559763, 2126224036.7709525, 2312221605.7166824, 2247475442.135362, 2463638984.1255717, 2479267494.066781, 2443826064.581685, 2242229844.3886137, 2234349063.8961854, 2157732593.8732777, 2117593376.864981]",0.9430147058823529,754.9684381901376
34,"[2119073855.809512, 2100541407.3394907, 2115413307.6373043, 1029380212.7864755, 2250329858.2017, 2201650509.4422317, 2487928044.72264, 2413590426.177225, 2291611032.877614, 2160353224.5569077, 2130381976.1279085, 2117467428.6349757]",0.8780897997496871,798.0107844412047
35,"[2184607690.7434363, 2098116733.7051525, 2115808379.8804588, 957778316.5609856, 2210632366.862512, 2236769756.580465, 2351829785.9866757, 2340282292.6169853, 2242199729.4218416, 2158056991.706429, 2158016912.234629, 2118078782.8703613]",0.8889236545682102,789.4382135939118
36,"[2149610039.9880137, 2100767328.4081235, 2116127187.609525, 1021643183.64192, 2360665321.6813803, 2391307878.658169, 2494687761.4731092, 2448296933.6399364, 2244266118.1333246, 2162043469.545792, 2107492918.7946146, 2118078782.8703613]",0.9400422403003754,756.2007359943034
37,"[2184607690.7434363, 2101111902.3023021, 2115808379.8804588, 957778316.5609856, 2190192779.8995004, 2236568757.1476707, 2351829785.9866757, 2488140969.683803, 2242199729.4218416, 2158056991.706429, 2158016912.234629, 2118078782.8703613]",0.8873591989987484,790.6490733283765
38,"[2122517214.905133, 2098109056.716396, 2116822609.9300349, 1098962179.3273878, 2143841668.4308093, 2168285585.034025, 2476601671.1149583, 2341397998.0710597, 2243586128.011294, 2150245438.4583387, 2141494182.3030531, 2118078782.8703613]",0.8660043804755945,806.5734140480758
39,"[2126417688.1006866, 2100638458.0391667, 2116124389.8023992, 2284941994.6193657, 2305168170.197679, 2447834371.1277947, 2490652641.642308, 2485759030.2005033, 2324671435.373441, 2160791188.7706056, 2107492918.7946146, 2121147498.175524]",0.9463782853566959,754.2599421594616
40,"[2136586219.0255644, 2100767328.4081235, 2116124389.8023992, 2284941994.6193657, 2360672501.215796, 2447834371.1277947, 2491418921.7549815, 2449606881.1788282, 2246951626.7186203, 2164461316.377573, 2107492918.7946146, 2121147498.175524]",0.9574076971214017,747.4947819929317
41,"[2135311691.2260902, 2099384485.1475008, 2124884525.6632645, 2284941994.6193657, 2360672501.215796, 2447834371.1277947, 2491418921.7549815, 2440572867.750125, 2247303743.5823565, 2157085729.22856, 2107492918.7946146, 2121147498.175524]",0.9574859198998749,747.2358767438418
42,"[2182764198.9710884, 2099645876.635282, 2115808470.4621122, 1324014417.5352304, 2220084488.145877, 2494214187.040001, 2454748898.9935465, 2441747698.2681446, 2298335520.7431664, 2160755294.6768246, 2180360317.278262, 2118078782.8703613]",0.934488423028786,761.4181505929027
43,"[2184607690.7434363, 2101111902.3023021, 2115808379.8804588, 954993200.5355, 2190192779.8995004, 2251271103.458042, 2351829785.9866757, 2488140969.683803, 2242199729.4218416, 2158102520.582694, 2158016912.234629, 2118084865.9458659]",0.890488110137672,788.013525505406
44,"[2135290292.4993584, 2099350298.0050921, 2124944569.5180626, 940653643.7803706, 2481757339.9401555, 2499773829.726722, 2491575800.5853567, 2441285463.0752964, 2243461839.2008166, 2156861452.4292912, 2178612251.2400403, 2115549945.1954703]",0.9706664580725908,736.0378465036096
45,"[2131297820.237252, 2099500394.7856202, 2124601146.2045937, 940653643.7803706, 2357021000.446179, 2238628520.7403517, 2491575800.5853567, 2486483228.675766, 2325993689.8470016, 2160730542.9463344, 2139266575.1746643, 2115549945.1954703]",0.8918178973717147,787.3463813390954
46,"[2125799858.3419724, 2098098471.3229408, 2125847784.147365, 1110131408.9637861, 2357551024.9097767, 2282856674.672379, 2453333444.318897, 2383348101.1627874, 2242536111.8357353, 2150245438.4583387, 2139392412.3262384, 2118078782.8703613]",0.9041379849812266,777.8250491405637
47,"[2153801967.1742163, 2099645876.635282, 2105510382.4306912, 1032053280.4912572, 2237975408.4650183, 2148168251.9339952, 2452883129.715947, 2471857950.1961575, 2244471940.08895, 2160755294.6768246, 2180360317.278262, 2109346437.770408]",0.862171464330413,806.7864546771098
48,"[2099493492.4169917, 2099992733.9847004, 2117386558.467329, 1021912564.9625179, 2443530295.1768637, 2499693932.850298, 2491579737.9171996, 2496934355.1819186, 2246951626.7186203, 2161878528.167171, 2179077184.1929994, 2118432751.5125153]",0.9622575093867334,742.7164936990974
49,"[2186450547.850049, 2101684398.3010375, 2115705146.3266695, 2143615753.854812, 2170244969.8463297, 2170485505.260342, 2215713182.110649, 2443687908.344942, 2216412199.120487, 2160755294.6768246, 2180360317.278262, 2118084897.1449535]",0.8537625156445556,813.489449017855
50,"[2147322487.719901, 2101371266.713051, 2099766818.3962433, 2248324842.0385914, 2175779269.3868494, 2282164024.7511477, 2452883129.715947, 2385888953.033938, 2280643460.951261, 2111861380.3851666, 2180360317.278262, 2118094232.3879023]",0.8978410513141427,784.0297680700788
51,"[2122517214.905133, 2098109056.716396, 2125394436.6333196, 1098962179.3273878, 2191344287.8022046, 2196319768.970714, 2476601671.1149583, 2342174956.8646355, 2243586128.011294, 2150245438.4583387, 2180355710.2125964, 2118078782.8703613]",0.8761342302878599,799.0348952589868
52,"[2119168079.2982988, 2125861249.3290222, 2126294892.6728923, 2295207996.633212, 2359225136.427904, 2489823165.9206743, 2495774732.196129, 2443826064.581685, 2243193103.5704126, 2234349063.8961854, 2157732593.8732777, 2118075511.3695416]",0.9601063829787234,743.7827793806523
53,"[2136586219.0255644, 2100767328.4081235, 2116124389.8023992, 2261239124.68012, 2320128163.3122115, 2283174278.116436, 2491418921.7549815, 2474210780.684343, 2246951626.7186203, 2164461316.377573, 2107492918.7946146, 2121147498.175524]",0.9084402377972466,775.7510548791165
54,"[2131297820.237252, 2098056832.3982422, 2124601146.2045937, 940653643.7803706, 2357021000.446179, 2162765285.058408, 2493555218.554046, 2438678636.9800878, 2325993689.8470016, 2150139584.901319, 2180029468.591814, 2115549945.1954703]",0.8715190863579474,800.6669378346926
55,"[2186450547.850049, 2099501785.5659122, 2115705146.3266695, 2143615753.854812, 2358048737.958812, 2163652104.605762, 2215713182.110649, 2441495110.240582, 2216412199.120487, 2160755294.6768246, 2180360317.278262, 2118084897.1449535]",0.8549749687108886,811.5302474510903
56,"[2181798397.938586, 2102334585.0857086, 2115771888.8421645, 2294162566.635702, 2488592273.3535867, 2489938416.2528763, 2467349914.975408, 2459232099.03352, 2214164100.5075836, 2160755294.6768246, 2233565827.6521697, 2118078782.8703613]",0.9798967459324155,727.1458891597154
57,"[2147322487.719901, 2101371266.713051, 2099766818.3962433, 2248324842.0385914, 2196498193.904672, 2282164024.7511477, 2452883129.715947, 2385888953.033938, 2280643460.951261, 2152473304.305457, 2180360317.278262, 2118094232.3879023]",0.8998357321652065,782.598220870896
58,"[2121795578.869379, 2099467719.3313785, 2123930435.187686, 1289082558.6362727, 2194934478.8208733, 2236568757.1476707, 2453842483.9737406, 2325616946.4389234, 2242286729.214612, 2157976452.245499, 2158391816.4280987, 2118078755.639575]",0.8859511889862328,792.1527154570549
59,"[2261116730.4520454, 2101057588.1988707, 2116382967.9420223, 2342570397.41779, 2493068990.206202, 2497301988.002485, 2481120115.7712264, 2390784311.43404, 2411467904.2535176, 2161013279.8638053, 2140368402.4578762, 2199895391.1387424]",0.9849030037546934,714.1674288400068
60,"[2180463121.652094, 2101371378.3990972, 2100375497.7473981, 1098962179.3273878, 2357551024.9097767, 2282164024.7511477, 2453333444.318897, 2455188374.3208632, 2377332193.2920437, 2150237745.857742, 2180359918.3337874, 2118084635.0667667]",0.9057415519399249,776.1260737335391
61,"[2098119754.6970239, 2124355615.1744637, 2127447965.7281327, 938563524.3484248, 2250378162.552163, 2499773829.726722, 2489701445.213154, 2497037592.8472676, 2325993689.8470016, 2160730542.9463344, 2108718816.157125, 2118448652.6350267]",0.9367568836045056,759.4833624013587
62,"[2131297820.237252, 2099841960.1364398, 2159976200.1391406, 940653643.7803706, 2448057819.0763474, 2447794255.4880466, 2495381842.6281724, 2497037592.8472676, 2239158822.2771044, 2153082197.8012066, 2157732589.8534684, 2118447372.25776]",0.9640566332916145,740.6184133486541
63,"[2122686403.7329128, 2098109056.716396, 2115808379.8804588, 1098962179.3273878, 2171431554.157382, 2196667898.1838465, 2416939788.846729, 2345347219.916066, 2281193342.0070558, 2150275243.246652, 2180004219.8627863, 2118078782.8703613]",0.8744915519399249,800.4290052891879
64,"[2208474938.15848, 2100767328.4081235, 2116124389.8023992, 1021643183.64192, 2360672501.215796, 2447834371.1277947, 2491579737.9171996, 2414077104.9611206, 2246951626.7186203, 2161878528.167171, 2107492918.7946146, 2117822727.089336]",0.9507587609511889,749.4234547982076
65,"[2211548229.1274643, 2100767328.4081235, 2115774047.0782135, 1021643183.64192, 2360672501.215796, 2478882356.2548914, 2452300785.378285, 2414077104.9611206, 2246951626.7186203, 2144181109.2425182, 2107492918.7946146, 2117822727.089336]",0.9520103254067585,748.6239514190188
66,"[2131297820.237252, 2099777910.6714783, 2124601146.2045937, 940653643.7803706, 2449435982.317496, 2499889696.703648, 2491575800.5853567, 2441285463.0752964, 2325203175.99554, 2160730542.9463344, 2157732589.8534684, 2115549945.1954703]",0.9649170838548186,739.8987626299257
67,"[2180463121.652094, 2098116414.7457528, 2099802455.8087199, 938893964.1074879, 2357551024.9097767, 2282164024.7511477, 2453333444.318897, 2383348101.1627874, 2323774923.0977097, 2150237745.857742, 2108727199.996094, 2118078782.8703613]",0.9056633291614518,777.0040819043526
68,"[2127162286.1802685, 2100943313.2068362, 2105989703.1364257, 939281821.3742212, 2476258525.743644, 2498782785.1496406, 2484086327.751651, 2447397074.169364, 2334370527.176981, 2161894325.4502425, 2107862502.6380868, 2118080063.2476282]",0.9673028785982478,738.0898506541826
69,"[2186450547.850049, 2101827921.6691086, 2115705146.3266695, 2143615753.854812, 2362020118.4035525, 2158068219.859752, 2215713182.110649, 2308831020.1593323, 2216412199.120487, 2160755294.6768246, 2180358904.7254543, 2118084897.1449535]",0.8540754067584481,812.0719224498438
70,"[2126561843.4647858, 2100638458.0391667, 2116124389.8023992, 2284941994.6193657, 2320893076.7391787, 2447834371.1277947, 2490652641.642308, 2466050243.614111, 2246830485.9863014, 2150628860.896388, 2107492918.7946146, 2121147498.175524]",0.9489205256570713,752.7618317593049
71,"[2121795578.869379, 2099541697.4459167, 2123943168.4244237, 1281730253.7927666, 2194934478.8208733, 2236581961.3202815, 2453879562.628441, 2325616946.4389234, 2242286729.214612, 2157976452.245499, 2158391816.4280987, 2118078755.639575]",0.8860685231539425,792.1330294923646
72,"[2119168079.2982988, 2125861249.3290222, 2126294892.6728923, 2295207996.633212, 2251848013.245967, 2489823165.9206743, 2464770266.0343657, 2443826064.581685, 2243186350.5212646, 2234349063.8961854, 2157732593.8732777, 2117593376.864981]",0.9423107008760951,756.0396719569135
73,"[2131297820.237252, 2099777910.6714783, 2124601146.2045937, 940653643.7803706, 2359047507.855906, 2487317472.405518, 2491575800.5853567, 2441285463.0752964, 2325203175.99554, 2160730542.9463344, 2139381011.1332595, 2115549945.1954703]",0.9497809762202754,751.0834439369862
74,"[2141919392.7256083, 2102628398.77094, 2115857007.7519467, 1171188841.0059524, 2465635685.016993, 2480147830.2779994, 2484056854.0735683, 2466307937.0516224, 2248308123.733846, 2206620181.3967347, 2178893184.5220923, 2118078782.8703613]",0.9659339799749687,739.0864909753374
75,"[2185397497.41347, 2101199739.7842603, 2115803039.9204507, 1017518749.275665, 2320755070.4453883, 2253101230.0994344, 2215713182.110649, 2443672774.637582, 2212217291.9615774, 2160755294.6768246, 2156774710.96136, 2118084897.1449535]",0.8706195244055068,800.7656487366418
76,"[2131297820.237252, 2099874849.854036, 2124698395.159402, 954779795.3491213, 2479199343.2482505, 2499397292.039133, 2490735814.5504236, 2441182033.6411223, 2250246600.2603106, 2233259963.8994026, 2157732589.8534684, 2098117916.936679]",0.9702362327909887,736.4369278766965
77,"[2147322487.719901, 2098109056.716396, 2115808379.8804588, 1098962179.3273878, 2365809803.012591, 2494339831.5051813, 2489737418.2358623, 2492463201.638783, 2297103961.7100616, 2160755294.6768246, 2157990364.914502, 2118072932.3051326]",0.9500547559449312,750.2583282002579
78,"[2158460125.97063, 2098109056.716396, 2125137219.1547592, 1098962179.3273878, 2466787132.990829, 2496244329.466964, 2480194267.0998454, 2384094856.539577, 2249899687.5139523, 2206620181.3967347, 2180355710.2125964, 2118078782.8703613]",0.96875,737.2478419744659
79,"[2151372499.9657316, 2101662491.5208077, 2103816658.364094, 1541449501.520503, 2357518870.1215158, 2459873692.8397417, 2454464048.677427, 2499367016.948008, 2239341704.413029, 2150384940.057423, 2171482004.380026, 2117823203.8662183]",0.9470822903629537,753.0714203539482
80,"[2165648321.0622315, 2125241348.8939497, 2126294892.6728923, 2305225104.618922, 2139594101.264155, 2463638984.1255717, 2464770266.0343657, 2371839303.744705, 2325531088.184696, 2234349063.8961854, 2157972586.6673284, 2117593376.864981]",0.9354270963704631,760.0380431858424
81,"[2136586219.0255644, 2100767328.4081235, 2116124389.8023992, 2284941994.6193657, 2320128163.3122115, 2447834371.1277947, 2491418921.7549815, 2474210780.684343, 2246951626.7186203, 2164461316.377573, 2107492918.7946146, 2121147498.175524]",0.949468085106383,752.4852063082119
82,"[2118537201.18417, 2099841960.1364398, 2119633586.2683625, 940653643.7803706, 2448057819.0763474, 2497422331.9508557, 2488226192.288938, 2422368880.9044075, 2239158822.2771044, 2153082197.8012066, 2157801574.176593, 2118447372.25776]",0.9636264080100125,742.4223789311967
83,"[2175442893.5029554, 2125739892.2835567, 2125916323.1756644, 2235780959.5849237, 2251848013.245967, 2463638984.1255717, 2480163992.2398963, 2442158905.46945, 2248834060.2878127, 2188929457.248988, 2157729220.8352523, 2117593376.864981]",0.9412938047559449,756.1698464703079
84,"[2131297820.237252, 2099500394.7856202, 2124601146.2045937, 940653643.7803706, 2479199343.2482505, 2499397292.039133, 2490735814.5504236, 2441182033.6411223, 2250246600.2603106, 2160730542.9463344, 2157732589.8534684, 2097182495.5500104]",0.9689846683354193,737.120280408149
85,"[2136586219.0255644, 2100767328.4081235, 2116124389.8023992, 943117249.7444667, 2363029883.268113, 2447834371.1277947, 2491754519.7218285, 2449573616.2465286, 2246951626.7186203, 2164461316.377573, 2107492918.7946146, 2121147498.175524]",0.9468085106382979,753.2826744413746
86,"[2142094206.759164, 2098088389.0802283, 2105510382.4306912, 1032053280.4912572, 2211923503.5437555, 2148168251.9339952, 2452883129.715947, 2385050706.0449624, 2244471940.08895, 2161679583.5719957, 2180360317.278262, 2109351831.2647986]",0.8614674593241551,807.7453253977063
87,"[2165648321.0622315, 2125241348.8939497, 2126294892.6728923, 2305225104.618922, 2142010857.7272305, 2463638984.1255717, 2464770266.0343657, 2443826064.581685, 2243193103.5704126, 2234349063.8961854, 2157732593.8732777, 2117568175.1750731]",0.9356226533166458,759.982643547132
88,"[2130902540.1526754, 2099873171.7976494, 2114462234.5276, 1078872272.605302, 2171601090.527618, 2479784044.692312, 2483376226.3201118, 2271082791.776313, 2250667765.0550957, 2151962410.3878355, 2264583015.5467253, 2118619076.10028]",0.9172011889862328,769.1900684017273
89,"[2118620591.9113102, 2099841960.1364398, 2119363783.4627178, 940653643.7803706, 2448057819.0763474, 2499583305.864846, 2488226192.288938, 2422368880.9044075, 2239158822.2771044, 2153082197.8012066, 2104030086.8904953, 2118101023.0600605]",0.9635872966207759,742.6600910831448
90,"[2122517214.905133, 2098109056.716396, 2099864680.451183, 1098962179.3273878, 2191344287.8022046, 2196319768.970714, 2453413108.6907864, 2342174956.8646355, 2243586128.011294, 2150245438.4583387, 2180355710.2125964, 2118078782.8703613]",0.8748435544430538,800.2203940618873
91,"[2261116730.4520454, 2101057588.1988707, 2116382967.9420223, 2339135295.8366475, 2490445246.5144877, 2494891631.808885, 2496328724.4974365, 2475935383.448987, 2408310328.726341, 2161013279.8638053, 2140368402.4578762, 2199100754.398233]",0.985020337922403,713.9330612697389
92,"[2126419409.1241245, 2098109056.716396, 2115900085.345867, 1015760155.2299232, 2192962428.124158, 2194314351.1033144, 2453333444.318897, 2383348101.1627874, 2203659567.618174, 2150245438.4583387, 2180318075.2924514, 2118078782.8703613]",0.8756257822277848,799.8228748910435
93,"[2141919392.7256083, 2098109056.716396, 2115856226.5349658, 1022634753.8835248, 2465635685.016993, 2497129683.072541, 2484056854.0735683, 2386083928.889428, 2248308123.733846, 2206620181.3967347, 2178893184.5220923, 2118078782.8703613]",0.9666379849812266,738.7682156341382
94,"[2141919392.7256083, 2098109056.716396, 2115856226.5349658, 1096594780.1163642, 2466787132.990829, 2497129683.072541, 2484056854.0735683, 2386083928.889428, 2248319894.7624087, 2206620181.3967347, 2180355710.2125964, 2118078782.8703613]",0.9668335419274092,738.5842582008465
95,"[2153801967.1742163, 2099645876.635282, 2105510382.4306912, 1032053280.4912572, 2211923503.5437555, 2148168251.9339952, 2452883129.715947, 2471857950.1961575, 2244471940.08895, 2160755294.6768246, 2180360317.278262, 2109351831.2647986]",0.8618585732165207,807.236301938776
96,"[2126419409.1241245, 2098109056.716396, 2115900085.345867, 1015760155.2299232, 2190545671.6610827, 2194314351.1033144, 2453333444.318897, 2383348101.1627874, 2203659567.618174, 2150245438.4583387, 2180318075.2924514, 2118103984.5602689]",0.8755866708385482,799.8899477884853
97,"[2146930227.3870203, 2099645876.635282, 2105510382.4306912, 1032053280.4912572, 2211923503.5437555, 2148168251.9339952, 2452883129.715947, 2385050706.0449624, 2244471940.08895, 2161679583.5719957, 2180360317.278262, 2109351831.2647986]",0.8615456821026283,807.4751084090259
98,"[2135290292.4993584, 2099350298.0050921, 2124601146.2045937, 940653643.7803706, 2481757339.9401555, 2499773829.726722, 2491575800.5853567, 2441285463.0752964, 2243461839.2008166, 2156861452.4292912, 2178612251.2400403, 2115549945.1954703]",0.9705882352941176,736.0502786569025
